,artist_name,born_death,estimate,event,lot_number,medium,provenance,signature,size,sold_price,title,year_creation
189,Celso Lagar ,1891-1966,"GBP 12,000 - GBP 18,000",mar18,402,oil on canvas,"Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.",signed 'Lagar' (lower right),28 3/4 x 39 3/8 in. (73 x 100 cm.)|,"GBP 10,625",Femme nue couchée tenant ses cheveux,n/a
190,Chaïm Soutine ,1893-1943,"GBP 200,000 - GBP 300,000",mar18,405,oil on canvas,"Jonas Netter, Paris, by circa 1925, and thence by descent to the present owner.",signed 'Soutine' (lower left),26 1/2 x 21 1/4 in. (67.4 x 53.8 cm.)|,"GBP 224,750",Maisons au bord de mer,Painted circa 1918
191,André Derain ,1880-1954,"GBP 2,000 - GBP 3,000",mar18,406,pastel on paper,"Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.",signed 'aDerain' (lower right),17 1/8 x 15 1/8 in. (43.5 x 38.5 cm.)|,"GBP 3,000",Portrait d'Alice Derain,Painted circa 1925
192,Eugène Ebiche ,1896-1987,"GBP 6,000 - GBP 8,000",mar18,407,oil on canvas,"Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.",signed 'Ebiche' (lower left),21 3/8 x 25 5/8 in. (54.3 x 65 cm.)|,"GBP 6,000",Paysage de Provence,n/a
193,Maurice de Vlaminck ,1876-1958,"GBP 40,000 - GBP 60,000",mar18,409,oil on canvas,"D. Paris.
Anonymous sale, Phillips, London, 4 April 1990, lot 18.
Private collection, Japan.",signed 'Vlaminck' (lower left),23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|,"GBP 81,250",Les meules près de la chaumière,n/a
194,Maurice de Vlaminck ,1876-1958,"GBP 60,000 - GBP 80,000",mar18,410,oil on canvas,"Dr. A. Roudinesco, Paris, by whom acquired from the artist; his sale, Sotheby's, New York, 10 October 1968, lot 49.
Acquired at the above sale; sale, Sotheby's, New York, 26 February 1990, lot 123.
Private collection, Japan.",signed 'Vlaminck' (lower left),25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|,"GBP 87,500",La barque de pêche,Painted circa 1925
195,Auguste Herbin ,1882-1960,"GBP 25,000 - GBP 35,000",mar18,411,oil on canvas,"Galerie de l'Effort Moderne [Léonce Rosenberg], Paris (no. 417).
M. & Mme. Henri Bénézit, Paris.
Anonymous sale, Christie's, London, 3 February 2010, lot 432.
Private collection, Milan, by whom acquired at the above sale.",signed 'herbin' (lower right),21 1/4 x 28 1/2 in. (54 x 72.8 cm.)|,"GBP 35,000",La Loue,Painted in 1923
196,Maurice Utrillo ,1883-1955,"GBP 50,000 - GBP 80,000",mar18,412,oil on canvas,"Private collection, by whom acquired in the early 1950s, and thence by descent; sale, Sotheby's, London, 2 December 1992, lot 200.
Acquired at the above sale by the present owner.","signed 'Maurice, Utrillo, V,' (lower right) and inscribed '-L'Eglise Sainte-Marie à Î'lle de Ré, (Charente-Inférieure)' (lower left)",25 5/8 x 19 3/4 in. (65 x 50.2 cm.)|,"GBP 75,000","Eglise Sainte-Marie, I'lle de Ré (Charente-inférieure)",Painted circa 1938
197,Maurice Utrillo ,1883-1955,"GBP 80,000 - GBP 120,000",mar18,413,oil on board,"Galerie Pétridès, Paris.
S.N. Petchers, New York.
David B. Findlay Galleries, New York.","signed 'Maurice, Utrillo, V,' (lower right)",22 7/8 x 32 in. (58 x 81.5 cm.)|,"GBP 100,000",Rue d'Auteuil,Painted circa 1938
198,Pierre Bonnard ,1867-1947,"GBP 80,000 - GBP 100,000",mar18,415,oil on canvas,"Galerie Bernheim-Jeune, Paris (no. 20349).
Private collection, France, by whom acquired from the above in January 1933, and thence by descent to the present owner.",signed 'Bonnard' (lower right),22 x 15 1/4 in. (56 x 38.8 cm.)|,"GBP 125,000",Petite cuisine,Painted in 1909
199,Louis Gaidan ,1847-1925,"GBP 20,000 - GBP 30,000",mar18,416,oil on canvas,"Anonymous sale, Hôtel Drouot, Paris, 27 June 1997, lot 20.
Anonymous sale, Sotheby's, London, 22 October 1997, lot 213.
Acquired at the above sale, and thence by descent to the present owner.",signed 'L. Gaidan' (lower right),19 3/4 x 27 1/8 in. (50.2 x 69 cm. )|,"GBP 40,000",Mas en Provence,n/a
200,Pierre-Auguste Renoir ,1841-1919,"GBP 40,000 - GBP 60,000",mar18,417,oil on canvas,"Ambroise Vollard, Paris.
Christian de Galéa, Paris.
Sir Arnold Silverston, London, and thence by descent; sale, Sotheby's, London, 3 July 1973, lot 32.
Anonymous sale, Sotheby's, New York, 30 June 1983, lot 318.
Acquired at the above sale; sale, Sotheby's, London, 25 October 1995, lot 17.
Acquired at the above sale by the present owner.",signed 'Renoir' (lower left),5 3/8 x 7 in. (13.7 x 17.8 cm.)|,"GBP 62,500",Nature morte aux deux pommes,Painted circa 1903-1905
201,Eugène Boudin ,1824-1898,"GBP 150,000 - GBP 250,000",mar18,418,oil on panel,"Boussod-Valadon, Paris.
E. Le Roy, Paris.
Jules Strauss, Paris; his sale, Hôtel Drouot, Paris, 3 May 1902, lot 2.
Wildenstein & Co., Inc., New York.
Acquavella Galleries, Inc., New York.
Private collection, San Francisco.
Richard Green, London.
Acquired from the above by the present owner.",signed 'E. Boudin' (lower left) and inscribed and dated 'Trouville 74.' (lower right),6 3/4 x 13 7/8 in. (17.1 x 35.2 cm.)|,"GBP 548,750",Scéne de plage à Trouville,Painted in 1874
202,Armand Guillaumin ,1841-1927,"GBP 40,000 - GBP 60,000",mar18,419,oil on canvas,"Galerie Bernheim-Jeune, Paris (no. 20654).
L. Clerc, Paris, by 1924.
Mildred & Himan Brown, California; sale, Christie's, New York, 4 November 2010, lot 309.
Acquired at the above sale by the present owner.",signed 'Guillaumin' (lower left); inscribed 'Agay Mai 1901 Île Besse le Soir' (on the reverse),29 x 36 3/8 in. (73.5 x 92.3 cm.)|,"GBP 100,000",L'Île Besse à Agay,Painted circa 1900
203,Henri Manguin ,1874-1949,"GBP 80,000 - GBP 120,000",mar18,420,oil on canvas,"Mme Henri Manguin, Saint-Tropez, 1949.
Private collection, France.
Anonymous sale, Christie's, London, 4 December 1984, lot 446.
Acquired at the above sale by present owner.",stamped with signature 'Manguin' (lower left),25 3/4 x 31 7/8 in. (65.5 x 81 cm.)|,"GBP 150,000",Esquisse pour le paysage de rêve à Colombier,Painted in summer 1917
204,Raoul Dufy ,1877-1953,"GBP 80,000 - GBP 120,000",mar18,421,oil on canvas,"Private collection, France, by 1984, and thence by descent to the present owner.",signed 'R Dufy' (lower right and lower left),18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)|,"GBP 162,500",Les pêcheurs,Painted circa 1905
205,Pierre Bonnard ,1867-1947,"GBP 80,000 - GBP 120,000",mar18,422,oil on canvas,"Galerie Bernheim-Jeune, Paris, by whom acquired from the artist on 15 May 1912.
Charles Pacquement, Paris, by whom acquired from the above on 29 May 1912; his sale, Galerie Georges Petit, Paris, 12 December 1932, lot 9.
Collection Sée, by whom acquired at the above sale.
Knoedler & Co., Paris.
André Derain, Paris; his sale, Galerie Charpentier, Paris, 22 March 1955, lot 54.
Anonymous sale, Christie's, London, 3 December 1965, lot 59.
Jacques Daber, Paris.
P. Brunet, Paris.
Acquired from the above in 1969, and thence by descent to the present owner.",signed 'Bonnard' (lower left),17 1/8 x 22 in. (43.5 x 56 cm.)|,"GBP 93,750","Le Golfe, entre la Napoule et Saint-Raphaël",Painted in 1912
206,Henri Matisse ,1869-1954,"GBP 300,000 - GBP 500,000",mar18,424,oil on canvas,"Acquired directly from the artist in 1923, and thence by descent to the present owner.",signed 'HENRI-MATISSE' (lower left),18 1/4 x 21 3/4 in. (46.4 x 55 cm.)|,"GBP 440,750",Le vivier (Paysage de Provence),Painted in 1923
207,Pierre-Auguste Renoir ,1841-1919,"GBP 120,000 - GBP 180,000",mar18,426,oil on canvas,"The artist's estate; sale, Hôtel Drouot, Versailles, 7 June 1978, lot 106.
Private collection, France.",stamped with signature 'Renoir.' (Lugt 2137b; lower left),8 3/4 x 12 3/8 in. (22.2 x 31.3 cm.)|,"GBP 150,000","Paysage, chemin à la sortie d'un bois",Painted circa 1895-1900
208,James Ensor ,1860-1949,"GBP 250,000 - GBP 350,000",mar18,427,oil on canvas,"Sam Salz, Paris & New York.
Galerie Pierre, Paris, by 1929.
Dr. Harry Bakwin, New York, by 1967.
Dr. Ruth Bakwin, New York, by descent from the above.
Christian Fayt Art Gallery, Knokke, by 1978.
Private collection, Knokke.
Acquired from the above by the present owners.",signed 'J. ENSOR.' (lower right),19 3/4 x 27 3/4 in. (50.2 x 70.5 cm.)|,"GBP 332,750","Chou rouge, fruits et masques",Painted circa 1925
209,Emile Claus ,1849-1924,"GBP 250,000 - GBP 350,000",mar18,428,oil on canvas,"Anonymous sale, Galerie Georges Giroux, Brussels, 17 March 1934, lot 26 (illustrated).
Stephane Halot, Brussels, by whom acquired from the above, and thence by descent to the present owner.",signed and inscribed 'Emile Claus Murano Venzia' (lower right); signed with the initials and dated 'novembré J. F. E.C' (on the reverse),29 x 36 1/4 in. (73.5 x 92 cm.)|,"GBP 596,750","Vue sur Murano, lueur du couchant",Painted in November 1906
210,Émile Bernard ,1868-1941,"GBP 200,000 - GBP 300,000",mar18,429,oil on canvas,"M.-A. Bernard-Fort, Paris.
Maurcie Sauvant, Paris.
E.J. van Wisselingh & Co., Amsterdam.
John & Frances. L. Loeb, New York, by whom acquired from the above, circa 1965, and thence by descent; their sale, 12 May 1997, lot 120.
Acquired at the above sale by the present owner.",signed and dated 'Emile Bernard 1888' (lower left),28 3/4 x 35 in. (73 x 88.9 cm.)|,"GBP 320,750","Nature morte aux carafe, verres, fruits, pot d'etain sur une nappe",Painted in 1888
211,Maurice Denis ,1870-1943,"GBP 150,000 - GBP 250,000",mar18,430,oil on canvas,"Dr. Faber, Copenhagen, by whom acquired from the artist in 1897.
Mogens Ballin, Denmark.
Galerie Cassirer, Berlin, acquired from the above in 1904 and the sold the same day to Count Kessler, Weimar; his sale, Hôtel Drouot, Paris, 16 May 1908, lot 14 (illustrated).
Galerie Druet, Paris (no. 4584), acquired at the above sale.
Henry Aubry, Paris, by whom acquired from the above, until at least 1924, and thence by descent.
Hopkins Gallery, Paris.
Acquired from the above by the present owner in 1988.",signed with artist's monogram and dated 'MAVD 97' (lower right),27 1/4 x 20 in. (69.2 x 51 cm.)|,"GBP 512,750",Maternité à la pomme,Painted in 1897
212,Henri Martin ,1860-1943,"GBP 180,000 - GBP 250,000",mar18,431,46 x 43 3/4 in. (116.8 x 111.1 cm.),"Ansas de Pradines, Toulouse.
William Findlay Gallery, Chicago.
New York University School of Law; sale, Sotheby's, New York, 11 February 1987, lot 63.
Private collection, Europe, by whom acquired at the above sale; sale, Sotheby's, London, 8 December 1999, lot 152.
Anonymous sale, Sotheby's, New York, 9 May 2001, lot 369.
Private collection, Florida, by whom acquired at the above sale; sale, Christie's, New York, 5 May 2011, lot 368.
Acquired at the above sale by the present owner.",oil on canvas,,"GBP 224,750",Vue générale de St Cirq-Lapopie,Painted circa 1930
213,Alfred Sisley ,1839-1899,"GBP 350,000 - GBP 550,000",mar18,432,oil on canvas,"Ödön Faragó, Budapest; sale, Ernst Museum, Budapest, 1935, lot 227.
Mr & Mrs Ferenc Chorin, Budapest, by whom acquired at the above sale; lost possession 1943-1945.
Edmund W. Mudge, Dallas.
Anonymous sale, Christie's, New York, 15 November 1988, lot 3.
Anonymous sale, Christie's, New York, 5 November 2003, lot 202; sold pursuant to an agreement with the heirs of Mr & Mrs Ferenc Chorin.
Salis & Vertes, Salzburg.
Private collection, Europe, by whom acquired from the above in 2004; sale, Sotheby's, London, 23 June 2010, lot 112.
Richard Green, London.
Acquired from the above by the present owner.",signed and dated 'Sisley 77' (lower right),15 x 22 1/8 in. (38.1 x 56.2 cm.)|,"GBP 608,750",Paysage au tas de bois,Painted in 1877
214,Auguste Rodin ,1840-1917,"GBP 40,000 - GBP 60,000",mar18,434,(on the back of the base); with the raised signature 'A. Rodin' (on the inside),"Acquired by the late James Fairfax, by 1969.",signed 'A. Rodin' (on the right of the base) and inscribed with the foundry mark 'Georges Rudier Fondeur Paris c Musée Rodin 1959',Height: 21 5/8 in. (55.4 cm.)|,"GBP 62,500","L'enfant prodigue, petit modèle",Conceived in 1889; this bronze version cast by Georges Rudier in 1959 in an edition of nine (nos. 4 to 12)
215,Eugène Boudin ,1824-1898,"GBP 280,000 - GBP 380,000",mar18,435,oil on panel,"Dr. Horteloup, Paris.
Galerie Pétridès, Paris.
The Lefevre Gallery, London (no. 96/55).
Mrs. Herbert Wilcox, by whom acquired from the above.
Private collection, United Kingdom; sale, Christie's, London, 28 June 1982, lot 3.
Richard Green Gallery, London.
Private collection, France.
Acquired from the above by the present owner.",signed and inscribed 'E. Boudin Au Docteur Horteloup' (lower left) and indistinctly dated and inscribed '... de Deauville '87' (lower right),7 1/2 x 12 3/4 in. (19 x 32.3 cm.)|,"GBP 344,750",Deauville. Scène de plage,Painted in 1887
216,Henry Moret ,1856-1913,"GBP 45,000 - GBP 65,000",mar18,436,oil on canvas,"Galerie Durand-Ruel, Paris
Kunsthaus Bühler, Stuttgart, probably acquired in the 1960s.
Private collection, Stuttgart, by whom acquired from the above, and thence by descent to the present owner.",signed and dated 'Henry Moret 1910' (lower left),18 1/4 x 24 in. (46.5 x 61 cm.)|,"GBP 56,250","Les dunes d'Argenton, Finistère",Painted circa 1910-1911
217,Achille Laugé ,1861-1944,"GBP 50,000 - GBP 70,000",mar18,437,oil on canvas,"The artist's estate.
Anonymous sale, Hôtel Drouot, Neuilly-sur-Seine, 26 June 2006, lot 120.
Private collection, Europe.
Acquired from the above by the present owner.",signed and dated 'A. Lauge 1902' (lower left),35 x 23 1/2 in. (89 x 60 cm.)|,"GBP 62,500",Paysage d'été,Painted in 1902
218,Louis Valtat ,1869-1952,"GBP 20,000 - GBP 30,000",mar18,440,oil on canvas,"Private collection, France, by the 1960s.
Acquired from the above by the present owner.",signed 'L. Valtat' (lower right),25 3/4 x 19 3/4 in. (65.3 x 50.2 cm.)|,"GBP 30,000",Fleurs dans un vase,Painted in 1933
219,Léon de Smet ,1881-1966,"GBP 40,000 - GBP 60,000",mar18,441,oil on burlap,"Private collection, Norway, by whom acquired directly from the artist, and thence by descent to the present owner in 2003.",signed and dated 'LÉON DE SMET 1918' (lower right),27 7/8 x 40 1/2 in. (71 x 102.3 cm.)|,"GBP 37,500",Piccadilly Circus,Painted in 1918
220,Jean Metzinger ,1883-1956,"GBP 90,000 - GBP 150,000",mar18,443,oil on canvas,"Dr Bouchard.
Barbara Annis, Inc., New York.
Robert Caramel, New York, by whom acquired from the above in 1987, and thence by descent; sale, Christie's, New York, 15 May 1997, lot 370.
Private collection, California, by whom acquired at the above sale; sale, Christie's, London, 5 February 2008, lot 208.
Private collection, Milan, by whom acquired at the above sale.",signed 'Metzinger' (lower right),23 1/4 x 28 3/4 in. (59 x 73.2 cm.)|,"GBP 200,000",Péniches au bord de la Seine,Painted circa 1904
221,Maurice de Vlaminck ,1876-1958,"GBP 120,000 - GBP 180,000",mar18,444,oil on canvas,"The artist's estate.
Ambroise Vollard, Paris, by whom acquired from the above.
Francis Taylor, Beverly Hills.
Dalzell Hatfield Galleries, Los Angeles.
Mr. and Mrs. David Lowe, Los Angeles.
Richard L. Feigen & Co., New York.
Leona M. Helmsley, New York, and thence by desent; sale, Christie's, New York, 7 May 2009, lot 241.
Acquired at the above sale by the present owner.",signed 'Vlaminck' (lower right),25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|,"GBP 137,500",La Rivière,n/a
222,Raoul Dufy ,1877-1953,"GBP 100,000 - GBP 150,000",mar18,445,oil on canvas,"Galerie Michael Haas, Berlin.
Anonymous sale, Christie's, London, 1 December 1987, lot 196.
Acquired at the above sale by the present owner.",signed 'Raoul Dufy' (lower left),28 3/4 x 23 3/4 in. (73 x 60.2 cm.)|,"GBP 187,500",La maison dans les arbres,Painted in 1908
223,Henri Hayden ,1883-1970,"GBP 150,000 - GBP 250,000",mar18,447,oil on canvas,"Michel Couturier, Paris.
Galerie Melki, Paris.
Anonymous sale, Sotheby's, London, 7 April 1976, lot 52.
Waddington Galleries, London.
Norton Simon Foundation, Pasadena, by whom acquired from the above 14 May 1976; sale, Sotheby's, New York, 1 November 1978, lot 45A.
Galerie Daniel Malingue, Paris.
Acquired from the above by the present owner in 1980.",signed 'Hayden' (lower right); signed and dated 'Hayden X-1918 (on the reverse),32 1/8 x 23 5/8 in. (81.5 x 60.2 cm.)|,"GBP 392,750",Nature morte au journal,Painted in October 1918
224,Jean Metzinger ,1883-1956,"GBP 100,000 - GBP 150,000",mar18,448,oil on canvas,"Léonce Rosenberg, Paris, by 1922.
Dr. Henry Roland, London, by whom acquired in October 1949, and thence by descent; sale, Sotheby's, London, 1 April 1987, lot 182.
Acquired at the above sale by the present owner.",signed 'Metzinger' (lower left),21 1/8 x 28 3/4 in. (53.7 x 73 cm.)|,"GBP 150,000",Paysage,Painted circa 1917-1921
225,Georges Braque ,1882-1963,"GBP 80,000 - GBP 120,000",mar18,449,oil on canvas,"Vladimir Golschmann, St. Louis.
Perls Galleries, New York (no. 3106), acquired from the above on 1 July 1945.
Arthur Bradley Campbell, Palm Beach, by whom acquired from the above on 10 July 1945; sale, Sotheby's, New York, 27 October 1954, lot 28.
Mrs. Thomas M. Cole-Harrison, New York; sale, Sotheby's, New York, 17 October 1973, lot 68A.
Brook Street Gallery, London.
Private collection, Europe, by whom acquired from the above in November 1974.
Acquired from the above by the present owner in 1994.",signed 'G Braque' (lower left),9 1/2 x 13 3/4 in. (24 x 35 cm.)|,"GBP 187,500",Verre et fruits,Painted in 1932
226,Juan Gris ,1887-1927,"GBP 160,000 - GBP 240,000",mar18,450,oil on canvas,"Galerie Simon, Paris (no. 7436).
Galerie Mettler, St. Gallen, Switzerland (no. 431).
Mme Vandervelde, Switzerland; sale, Sotheby's, London, 17 February 1932, lot 136.
Major Simmons, London; sale, Christie's, London, 27 March 1973, lot 24.
Galerie Jan Krugier, Geneva.
Brook Street Gallery, London.
Private collection, Europe, by whom acquired from the above in 1975.
Acquired from the above by the present owner in 1994.",signed and dated 'Juan Gris. 1922' (lower left),15 1/8 x 18 1/8 in. (38 x 46 cm.)|,"GBP 150,000","Raisins, carafe et livre",Painted in 1922
227,Herbert Bayer ,1900-1985,"GBP 10,000 - GBP 15,000",mar18,451,oil on burlap,"Galeire Orangerie, Vienna.
Private collection, Europe, by whom acquired circa 1975.
Acquired from the above by the present owner in 1994.",signed 'Bayer' (lower right); signed again and dated '24 H. Bayer' (on the reverse),18 1/2 x 23 3/8 in. (47 x 59.5 cm.)|,"GBP 12,500",Segesta,Painted in 1924
228,Fernand Léger ,1881-1955,"GBP 120,000 - GBP 180,000",mar18,452,oil on canvas,"Galerie Louise Leiris, Paris (inv. no. 012634/30510).
Galleria Notizie Arte Contemporanea, Turin.
Galleria Toninelli, Milan.
Private collection, Europe, by whom acquired from the above in 1974.
Acquired from the above by the present owner in 1994.",signed 'F.LEGER.' (lower right),13 x 16 1/8 in. (33 x 41 cm.)|,"GBP 224,750",La femme à la rose,Painted in 1931
229,Antoine Pevsner ,1884-1962,"GBP 70,000 - GBP 100,000",mar18,453,"oil, gouache and encaustic on cradled board","Marcel Joray, Neuchâtel, acquired from the artist in 1961.
Private collection, Switzerland, by whom acquired from the above in June 1997, and thence by descent to the present owner.",signed and indistinctly dated 'Pevsner 1918 - 1925' (incised lower right) and initialled and dated '18 AP 25' (incised lower left),20 1/4 x 14 in. (51.5 x 35.5 cm.)|,"GBP 77,500",Création linéaire,Painted in 1918-1925
230,Victor Brauner ,1903-1966,"GBP 30,000 - GBP 50,000",mar18,454,oil on canvas,"Galleria Condotti 75, Rome.
Private collection, Rome, by whom acquired from the above, and thence by descent to the present owners.",signed and dated 'VICTOR 13.IV.1949.' (lower right) and inscribed 'VICTOR VICTORIOS EPERONNÉ FIGURÉ DU POISSON D'HONNEUR' (lower left),18 x 14 3/4 in. (46 x 37.5 cm.)|,"GBP 81,250",Victor Victorios eperonné figuré du poisson d'honneur,Painted on 13 April 1949
231,Victor Brauner ,1903-1966,"GBP 30,000 - GBP 50,000",mar18,455,oil on canvas,"Sidney Janis Gallery, New York.
Galleria Condotti 74, Rome.
Private collection, Rome, by whom acquired from the above, and thence by descent to the present owners.",signed and dated 'VICTOR 30.III.1949.' (lower right) and inscribed 'VICTOR.VICTORIOS.VICTORIEUX.AUX.CAUSES.VICTORIENNES.' (lower left),18 1/8 x 15 in. (46 x 38 cm.)|,"GBP 68,750",Victor Victorios victorieux aux causes victoriennes,Painted on 30 March 1949
232,Félix Labisse ,1905-1982,"GBP 10,000 - GBP 15,000",mar18,456,oil on canvas,"Henri Storck, Brussels.
André Janssen, Antwerp, at least until 1972.
Carlo De Poortere, Belgium.
Anonymous sale, Christie's, Amsterdam, 5 June 1996, lot 178.
Private collection, The Netherlands, by whom acquired at the above sale.",signed 'LABISSE.' (lower left),23 5/8 x 28 3/4 in. (60 x 73 cm.)|,"GBP 31,250",Le baptême de l'air,Painted in 1942
233,Félix Labisse ,1905-1982,"GBP 10,000 - GBP 15,000",mar18,457,oil on canvas,"Armand Bette, Ostende.
Private collection, Belgium.
Anonymous sale, Campo & Campo, Antwerp, 17 October 1995, lot 253.
Private collection, The Netherlands, by whom acquired at the above sale.",signed 'LABISSE.' (lower left),23 5/8 x 28 3/4 in. (60 x 73 cm.)|,"GBP 37,500",Idylle masquée,Painted in 1930
234,Henri Goetz ,1909-1989,"GBP 10,000 - GBP 15,000",mar18,458,oil on canvas,"Etienne Pépin collection; sale, Hôtel Drouot, 27 May 2008, lot 79.
Anonymous sale, Hôtel des ventes d'Enghien-les-bains, 16 February 2014, lot 46.
Acquired at the above sale by the present owner.",signed and dated 'Goetz '44' (lower right),11 7/8 x 23 1/2 in. (30 x 59.8 cm.)|,"GBP 10,625",Composition,Painted in 1944
235,Samuel Bak ,b. 1933,"GBP 7,000 - GBP 10,000",mar18,459,oil on canvas,"Private collection, Switzerland, by whom acquired circa 1980, and thence by descent to the present owner.",signed and dated ‘BAK 1976.’ (lower right),31 7/8 x 25 1/2 in. (81 x 64.7 cm.)|,"GBP 8,125",Still Life with Ladder,Painted in New York in 1976
236,André Masson ,1896-1987,"GBP 18,000 - GBP 25,000",mar18,460,tempera and sand on paper laid down on canvas,"Galerie Louise Leiris, Paris (no. 14776-57673), by 1952.
Acquired by the present owner in 2011.",signed 'andré masson' (lower right),24 3/4 x 31 1/2 in. (63 x 80 cm.)|,"GBP 23,750",Ombres d'oiseaux,Painted in 1962
237,Max Ernst ,1891-1976,"GBP 100,000 - GBP 150,000",mar18,462,oil on canvas,"Galerie Alexandre Iolas, Geneva.
Private collection, Switzerland.
Nikki Iolas-Stifel, Athens, by 1958.
Private Collection, by whom acquired from the above in 1963.
Private collection, acquired in 1993; sale, Sotheby's, New York, 2 November 2011, lot 28.
Acquired at the above sale by the present owner.",signed 'max ernst' (lower right); signed and inscribed ‘max Ernst gracieux et subtil’ (on the reverse),10 1/8 x 12 1/8 in. (25.6 x 30.7 cm.)|,"GBP 125,000",Gracieux et subtil or Eclosion,Painted in 1957
238,Giorgio de Chirico ,1888-1978,"GBP 100,000 - GBP 150,000",mar18,463,oil on canvas,"Acquired by the present owner, by 1995.",signed and dated 'g. de Chirico 1972' (upper right),19 1/2 x 15 3/4 in. (49.5 x 40 cm.)|,"GBP 200,000",Interno metafisico a Manhattan,Painted in 1972
239,Óscar Domínguez ,1906-1958,"GBP 120,000 - GBP 180,000",mar18,465,oil on canvas,"Baron & Baroness J.B. Urvater, Brussels.
Acquired from the above by the present owner in 2004.",signed and dated 'Domínguez 54' (lower left); inscribed 'EROTICA' (on the reverse),51 1/4 x 61 1/8 in. (130.5 x 155.5 cm.)|,"GBP 175,000",Erotica,Painted in 1954
240,Francis Picabia ,1879-1953,"GBP 50,000 - GBP 80,000",mar18,467,oil on canvas,"Private collection, Japan, by whom acquired in the 1980s.",signed 'Francis Picabia' (lower left); dated '1945' (lower right),21 3/4 x 18 1/4 in. (55.3 x 46.3 cm.)|,"GBP 81,250",Composition abstraite,Painted in 1945
241,Joan Miró ,1893-1983 and Josep Llorens Artigas ,"GBP 70,000 - GBP 100,000",mar18,468,painted and glazed earthenware plaque,"Josep Llorens Artigas, Barcelona.
Galerie Marwan Hoss, Paris.
Acquired from the above by the present owner in the 1990s.",signed and dated 'Miró. 1946 ARTIGAS' (on the underside),Height: 6 3/8 in. (16 cm.)|,"GBP 87,500",Plaque double face,Executed in 1946; this work is unique
242,William Copley ,1919-1996,"GBP 25,000 - GBP 35,000",mar18,469,oil on canvas,"Alexander Iolas Gallery, New York.
Baron and Baroness J.B. Urvater, Brussels, by 1965.
Acquired from the above by the present owner in 2004.","signed and dated 'CPLY 58' (upper right); signed, dated and inscribed 'PHEMME-ACIE CPLY 58' (on the reverse)",63 3/4 x 51 1/4 in. (162.2 x 130 cm)|,"GBP 68,750",Phemme-Acie,Painted in 1958
243,Victor Brauner ,1903-1966,"GBP 30,000 - GBP 50,000",mar18,470,oil on canvas,"Galerie Tarica, Paris.
Galerie Iolas, Paris.
Galleria Gissi, Turin.
Galleria Internazionale, Milan.
Acquired from the above by the present owner.",signed and dated 'VICTOR BRAUNER II. 1955.' (lower right),21 5/8 x 18 1/4 in. (55 x 46.3 cm.)|,"GBP 47,500",Les musiciens,Painted in 1955
244,Paul Delvaux ,1897-1994,"GBP 100,000 - GBP 150,000",mar18,471,oil on canvas,"Suzanne Purnal, Brussels.
Bernard Giron, Brussels.  
Private collection, Belgium.",signed and dated '3-30.P.DELVAUX ' (lower right),66 3/4 x 43 1/4 in. (169.5 x 110 cm.)|,"GBP 112,500",Nu,Painted in March 1930
245,Mario Radice ,1900-1987,"GBP 7,000 - GBP 10,000",mar18,475,oil on canvas,"Private collection; sale, Christie's, Milan, 24 November 2009, lot 55.
Private collection, Milan, by whom acquired at the above sale.","signed 'RADICE' (lower left); signed, inscribed and dated 'RADICE « comp. T.R.3 » 1971' (on the reverse)",25 5/8 x 17 7/8 in. (60.5 x 45.5 cm.)|,"GBP 8,750",Composizione T.R. 3,Painted in 1971
246,Mino Rosso ,1904-1963,"GBP 2,500 - GBP 3,500",mar18,476,bronze with golden brown patina,"Anonymous sale, Finarte, Milan, 22 June 2000, lot 381.
Acquired at the above sale by the present owner.",stamped 'MINO ROSSO 1930 6/6' (on the left side); stamped with the foundry mark 'Avenati Fonditore Torino-Italia' (on the back of the leg),Height: 19 7/8 in. (50.5 cm.)|,"GBP 5,250",Pugile,Cast in 1930 in an edition of six
247,Marino Marini ,1901-1980,"GBP 40,000 - GBP 60,000",mar18,478,bronze with green and brown patina,"Galerie Paul Vallotton, Lausanne.
Werner and Margaret Josten, New York.
By descent from the above to the present owner, circa 1961.",signed with raised initials 'MM' (on the top of the left foot); numbered '1/3' (on the left shoulder),Height: 63 in. (160 cm.)|,"GBP 77,500",Giocoliere,Conceived in 1939
248,Giorgio de Chirico ,1888-1978,"GBP 20,000 - GBP 30,000",mar18,480,oil on canvas laid down on board,"Galleria L'Approdo, Rome.
Private collection, Rome, by whom acquired from the above, and thence by descent to the present owners.",signed 'g. de Chirico' (lower right),9 5/8 x 7 7/8 in. (24.5 x 20 cm.)|,"GBP 81,250",Autoritratto,Painted in the early 1950s
